"advisor_raw","n_tesis","n_programas","anio_min","anio_max","programas","ejemplo_titulo","advisor_canonical_sugerido","metodo_sugerencia","notas"
"Dra. Mariana Magaldi",1,1,2011,2011,"Ciencia Política y Relaciones Internacionales","¿Son los países que cuentan con un nivel substancial de banca islámica financieramente más estables que los países occidentales?: de ser así, ¿Por qué?","Mariana Magaldi","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Mariana Magaldi de Souza",1,1,2018,2018,"Ciencia Política y Relaciones Internacionales","Trámites, trámites y más trámites: el efecto de la ineficiencia burocrática y la infraestructura sobre el desarrollo económico municipal en México","Mariana Magaldi De Souza","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Marisol Vázquez Cuevas",1,1,2016,2016,"Ciencia Política y Relaciones Internacionales","Las preferencias de los padres y su efecto en el sistema educativo privado en México","Marisol Vázquez Cuevas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Martha Miranda Muñoz",1,1,2008,2008,"Administración y Políticas Públicas","Análisis de los tipos de reforma a los sistemas de pensiones en América Latina","Martha Miranda Muñoz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Martha Solange Maqueo Ramírez",1,1,2013,2013,"Derecho","Distrito Federal: en búsqueda de su descentralización y autonomía","María Solange Maqueo Ramírez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María Inclán",1,1,2019,2019,"Ciencia Política y Relaciones Internacionales","Violencia conyugal y empoderamiento de las mujeres en los hogares mexicanos","María De La Luz Inclán","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María Mercedes Albornoz.",1,1,2012,2012,"Derecho","Interpretación de los articulos 1424 y 1432 del código de comercio por parte de la Suprema Corte de Justicia de la Nación","María Mercedes Albornoz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María Narayani Lasala-Blanco",1,1,2026,2026,"Ciencia Política y Relaciones Internacionales","United by fate?: collective identity and Latino party identification","María Narayani Lasala Blanco","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María Solange Maqueo",1,1,2019,2019,"Derecho","Reformas del 14 de junio de 2018 a la Ley General de Sociedades Mercantiles: la encrucijada privacidad seguridad","María Solange Maqueo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María de la Luz Inclán",1,1,2012,2012,"Ciencia Política y Relaciones Internacionales","Intervención gubernamental, ciclos de protesta y violencia: Oaxaca (2005-2008)","María De La Luz Inclán","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María del Pilar Fuerte Celis",1,1,2016,2016,"Políticas Públicas","Teoría de la anomia de género: un enfoque para el desarrollo de políticas públicas para la prevención del delito en México","María Del Pilar Fuerte Celis","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María del Refugio González Domínguez",1,1,2023,2023,"Derecho","¿Hacia dónde marchar?: los efectos jurídicos de la interpretación de la Suprema Corte de Justicia de la Nación respecto a la participación de las fuerzas armadas en tareas de seguridad pública. De la novena época a la actualidad","María Del Refugio González Domínguez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María del Rosario Aguilar Pariente",1,1,2018,2018,"Ciencia Política y Relaciones Internacionales","¿De las leyes nace el amor?: el efecto de los cambios legislativos en las actitudes hacia el matrimonio igualitario en México","María Del Rosario Aguilar Pariente","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Narayani Lasala Blanco",1,1,2025,2025,"Ciencia Política y Relaciones Internacionales","One nation under God: partisan identity among Mexican-Americans living in the United States","María Narayani Lasala Blanco","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Nelly Aguilera Aburto",1,1,2017,2017,"Gerencia Pública","Evaluación de consistencia, resultados e impacto del programa de video vigilancia urbana de la Ciudad de México","Nelly Aguilera Aburto","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Nicolaza Pariona Mendoza",1,1,2020,2020,"Economía","Análisis costo-beneficio del uso de las nanopartículas de cobre (Cu-NPs) como fungicidas","Nicolaza Pariona Mendoza","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Ninfa Fuentes",1,1,2023,2023,"Ciencia Política y Relaciones Internacionales","El efecto de la descentralización en el desarrollo vial de América Latina durante el período post-neoliberal","Ninfa Fuentes","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Ninfa Fuentes Sosa",1,1,2022,2022,"Ciencia Política y Relaciones Internacionales","Las disposiciones de seguridad en los acuerdos comerciales: un nuevo estudio sobre el diseño de acuerdos","Ninfa Fuentes Sosa","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Olivia Andrea Mendoza Enriquez",1,1,2023,2023,"Derecho","La IA para el otorgamiento de créditos en el sector financiero: hacia una efectiva salvaguarda del derecho a la no discriminación de los usuarios de la banca mexicana","Olivia Andrea Mendoza Enríquez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Olivia Andrea Mendoza Enríquez",1,1,2022,2022,"Derecho","Propuesta de una regulación específica en materia fiscal para las fintech en México: un camino hacia la inclusión financiera","Olivia Andrea Mendoza Enríquez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Paloma Villagómez Ornelas",1,1,2023,2023,"Políticas Públicas","Obesidad y pobreza en el municipio de Aguascalientes: relación entre oferta y hábitos alimentarios","Paloma Villagómez Ornelas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Rachael Helene Merola",1,1,2025,2025,"Administración y Políticas Públicas","Educación integral en sexualidad: el caso de la segunda fase de la Estrategia Nacional para la Prevención del Embarazo Adolescente (ENAPEA) 2021-2024","Rachael Helene Merola","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Rocío Rivera Barradas",1,1,2019,2019,"Ciencia Política y Relaciones Internacionales","Sofisticación de las armas en el terrorismo transnacional","Rocío Rivera Barradas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Sandra Ley Gutiérrez",1,1,2020,2020,"Ciencia Política y Relaciones Internacionales","La contextualización de la justicia: un análisis de los determinantes de las preferencias por justicia transicional en el caso colombiano","Sandra Jessica Ley Gutiérrez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Sara Daniela Hidalgo Garza",1,1,2025,2025,"Ciencia Política y Relaciones Internacionales","Ciudadanía de género: la desigualdad moldeada por el estatus de ciudadanía","Sara Daniela Hidalgo Garza","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Susan Minushkin",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","¿Quién teme a China?: un análisis de los resultados de la encuesta de opinión pública México y el mundo 2004","Susan Minushkin","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Susan Minushkin Tattenbaun",1,1,2008,2008,"Ciencia Política y Relaciones Internacionales","Refugiados guatemaltecos en México: un estudio sobre la legislación mexicana frente a los refugiados y la adopción de normas internacionales","Susan Minushkin Tattenbaun","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Yennué Zárate Valderrama",1,1,2021,2021,"Periodismo sobre Políticas Púbicas","Parteras en México: aliadas invisibles protectoras de la salud sexual y reproductiva de las mujeres","Yennué Zárate Valderrama","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Eduardo Villarreal Cantú",1,1,2021,2021,"Administración y Políticas Públicas","De la construcción de capacidad de Estado en una consulta: la organización de la consulta a pueblos indígenas para el proyecto de desarrollo Tren Maya","Eduardo Villarreal Cantú","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Eugenio Rivera Urrutia",1,1,2005,2005,"Administración y Políticas Públicas","Interconexión de redes telefónicas en México: resolución de disputas y búsqueda de consensos","Eugenio Rivera Urrutia","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Fabrice Lehoucq",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","Tres estudios de caso para analizar el cumplimiento de metas en la burocracia de género mexicana","Fabrice Lehoucq","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Farid Kahhat",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","El estado de bienestar y efectos en desarrollo y pobreza: análisis de paises desarrollados y latinoamericanos","Farid Kahhat","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Felicia Marie Knaul",1,1,2004,2004,"Economía de la Salud","Impacto de los adultos mayores sobre la actividad laboral de las mujeres","Felicia Marie Knaul","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Francisco Venegas-Martínez",1,1,2006,2006,"Economía","Modelos de volatilidad estocástica y rendimientos del título de capital: CEMEX CPO","Francisco Venegas Martínez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gabriel L. Negretto Pérez",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","El poder moderador en América Latina: el fracaso de una alternativa de diseño constitucional","Gabriel L Negretto Pérez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gabriel Negretto",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","Elección institucional: ¿bicameral o unicameral? abolición y restitución del Senado en la constitución de 1857","Gabriel L Negretto","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gabriela Warkentin de la Mora",1,1,2021,2021,"Periodismo sobre Políticas Púbicas","El (mal) negocio de decir la verdad: ¿se puede hacer periodismo independiente en México que sea económicamente sostenible?","Gabriela Warkentin De La Mora","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gerardo Maldonado Hernández",1,1,2012,2012,"Ciencia Política y Relaciones Internacionales","Los determinantes de la participación electoral subnacional en México (19991-2010): un estudio estadístico","Gerardo De Jesús Maldonado Hernández","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gilles Bataillon",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","Autonomía zapatista en Altamirano, Chiapas: estudio de vidas del municipio autónomo 17 de Noviembre","Gilles Bataillon","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Guadalupe González González.",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","El cambio en el proceso de certificación en Estados Unidos: ¿Cooperación en la hegemonia?","Guadalupe González González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Guillermo M. Cejudo",1,1,2008,2008,"Administración Pública","El cambio organizacional en el Banco Central de Costa Rica: rompiendo paradigmas en el sector público","Guillermo Miguel Cejudo Ramírez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gustavo Fondevila Pérez",1,1,2008,2008,"Derecho","Oferta privada de valores","Gustavo Javier Fondevila Pérez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Héctor J. Villarreal Ordóñez",1,1,2015,2015,"Periodismo y Asuntos Públicos","Comunicación política digital: inventario de buenas prácticas para aprovechar nuevas tecnologías","Héctor J Villarreal Ordóñez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Ignacio Marvan Laborde",1,1,2009,2009,"Ciencia Política y Relaciones Internacionales","Impacto del cabildeo en la política fiscal de México estudio de caso: impuesto especial sobre producción y servicios (IEPS)","Ignacio Marván Laborde","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Ignacio Marván Laborde",1,1,2019,2019,"Ciencia Política y Relaciones Internacionales","Reformas constitucionales en el federalismo mexicano","Ignacio Marván Laborde","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Javier Aparicio Castillo",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","¿Cuál es el impacto de los gastos de campaña sobre los resultados electorales?: el caso de las elecciones para diputados por mayoría relativa a nivel federal en México 2003","Javier Aparicio Castillo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Javier Sánchez Reaza",1,1,2006,2006,"Administración y Políticas Públicas","Importancia de los factores espaciales e institucionales para aprovechar las oportunidades del TLCAN: el caso de Oaxaca","Javier Sánchez Reaza","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Jorge A. Schiavon",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","El tratado de libre comercio de América del norte y la desigualdad del ingreso per capita entre los Estados en México","Jorge A Schiavon","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"José Antonio Caballero Juárez",1,1,2010,2010,"Derecho","Medidas cautelares de privación de la libertad en la Constitución Mexicana y su concordancia con el Sistema Internacional e Interamericano de protección a los derechos humanos","José Antonio Caballero Juárez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"José Antonio Peña Merino",1,1,2015,2015,"Periodismo y Asuntos Públicos","Datos abiertos en México","José Antonio Peña Merino","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"José Jaime Sainz Santamaría",1,1,2019,2019,"Políticas Públicas","Diferenciar para incluir: una política pública de movilidad urbana para la Zona Metropolitana Zacatecas-Guadalupe con perspectiva de género","José Jaime Sainz Santamaría","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Joy Langston Hawkes",1,1,2007,2007,"Ciencia Política y Relaciones Internacionales","Justicia estratégica municipal: las votaciones de los jueces de la Suprema Corte y los gobiernos locales","Joy Kathryn Langston Hawkes","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Juan Pablo Gutiérrez Reyes",1,1,2004,2004,"Economía de la Salud","Impacto de los adultos mayores sobre la actividad laboral de las mujeres","Juan Pablo Gutiérrez Reyes","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Juan Pablo Gutiérrez Reyes, María Teresa Guijarro Arrillaga",1,1,2005,2005,"Economía de la Salud","Análisis de costo efectividad de métodos alternativos de aplicación de la vacuna para sarampión","María Teresa Guijarro Arrillaga Juan Pablo Gutiérrez Reyes","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Julio Ríos - Figueroa",1,1,2012,2012,"Ciencia Política y Relaciones Internacionales","Judicialización de la sociedad civil organizada en México estudio de casos: organizaciones dedicadas a la defensa de las poblaciones callejeras","Julio Antonio Ríos Figueroa","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Laura Daniela Stevens León",1,1,2020,2020,"Ciencia Política y Relaciones Internacionales","Cambio climático, migración y políticas de adaptación: estudio de caso del huracán Matthew en el Caribe","Laura Daniela Stevens León","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Laura H. Atuesta Becerra",1,1,2021,2021,"Políticas Públicas","La ‘guerra frontal contra el narcotráfico’: el impacto de la violencia en los precios de vivienda de la Ciudad de México (2007-2011)","Laura Helena Atuesta Becerra","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Laura Helena Atuesta Becerra",1,1,2017,2017,"Políticas Públicas","Expansión urbana y calidad de la vivienda condiciones básicas de la vivienda en la periferia de las zonas metropolitanas de México durante 2005 y 2010","Laura Helena Atuesta Becerra","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Laura Sour Vargas",1,1,2007,2007,"Ciencia Política y Relaciones Internacionales","Balance de poder entre el ramo ejecutivo y legislativo: el caso mexicano","Laura Sour Vargas","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Leo Zuckermann Behar",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","¿Por qué confían los mexicanos en los tres poderes?: la confianza ciudadana en los poderes en México","Leo Zuckermann Behar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic Rodolfo Barreda Alvarado",1,1,2009,2009,"Derecho","El cumplimiento de la sentencia de amparo como derogador de la fracción IX, del artículo 73 de la ley de la materia","Rodolfo Barreda Alvarado","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Adriana Bracho Alegria",1,1,2006,2006,"Derecho","La patente farmaceutica: el caso de México","Adriana Bracho Alegria","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Alfonso Pasapera Mora",1,1,2013,2013,"Derecho","Rebus sic stantibus","Alfonso Pasapera Mora","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. David Miklos Landesmann",1,1,2018,2018,"Historia Internacional","El pirata imaginario: Charles Johnson y la representación histórica de la piratería","David Miklos Landesmann","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Gerardo Contreras Ruvalcaba",1,1,2023,2023,"Políticas Públicas","¿Ser o parecer?: un análisis interseccional de la ley general de acceso de las mujeres a una vida libre de violencia","Gerardo Contreras Ruvalcaba","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Javier Cruz Ángulo Nobara",1,1,2013,2013,"Derecho","La imposibilidad de anular pruebas obtenidas bajo tortura","Javier Cruz Angulo Nobara","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Jorge Roberto Ordóñez Escobar",1,1,2013,2013,"Derecho","El derecho a la presunción de inocencia en las penas civiles: el caso de las acciones de extinción de dominio","Jorge Roberto Ordóñez Escobar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Juan Carlos Machorro Guerrero",1,1,2009,2009,"Derecho","De la prenda sin transmisión de posesión y la hipoteca industrial: algunas consideraciones acerca de regulación en la legislación Mexicana","Juan Carlos Machorro Guerrero","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Nora Morales Rodríguez",1,1,2008,2008,"Derecho","Procedencia del juicio de nulidad en contra de la contestación a las consultas fiscales","Nora Morales Rodríguez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Sergio Neftali Barajas Pérez",1,1,2009,2009,"Derecho","La inconstitucionalidad del derecho de trámite aduanero a la luz de las decisiones de la Suprema Corte de Justicia de la Nación","Sergio Neftali Barajas Pérez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Sergio Romero Orozco",1,1,2014,2014,"Derecho","Marco regulatorio, un factor indispensable para incrementar los flujos de entrada de inversión extranjera directa. Un estudio de caso: la industria de la aviación civil en México","Sergio Romero Orozco","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Tania Islas Weinstein",1,1,2017,2017,"Ciencia Política y Relaciones Internacionales","Reescribiendo la historia: la guerra cristera en el cine mexicano antes y después de la alternancia","Tania Islas Weinstein","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lorena Ruano Gómez",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","Los foros de diálogo social México - Unión Europea: un estudio de los grupos sociales mexicanos","Lorena Ruano Gómez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Luis Carlos Ugalde Ramírez",1,1,2004,2004,"Ciencia Política y Relaciones Internacionales","El efecto de la competencia política sobre los niveles de transparencia: el caso de la descentralización de servicios de salud para la población abierta","Luis Carlos Ugalde Ramírez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Luis Felipe Barrón Cordova",1,1,2007,2007,"Ciencia Política y Relaciones Internacionales","Neoliberalismo para todos menos para mi: los efectos no previstos de la descentralización en el caso mexicano","Luis Felipe Barrón Córdova","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Luis Felipe Barrón Córdoba",1,1,2005,2005,"Ciencia Política y Relaciones Internacionales","La estabilidad política en los imperios de Agustín de Iturbide en México y Pedro I en Brasil","Luis Felipe Barrón Córdoba","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"M. en C. Miguel Montemayor Reynoso",1,1,2015,2015,"Economía y Política Internacional","Análisis comparativo del sistema de patentes entre México, Corea y Taiwan: un modelo econométrico de datos de panel","N C Miguel Montemayor Reynoso","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"MDI. César Ortiz Catalán",1,1,2012,2012,"Derecho","Revisión de las reformas a la Ley de Adquisiciones, Arrendamientos y Servicios del Sector Público del 28 de mayo de 2009, en materia de licitaciones públicas","Mdi César Ortiz Catalán","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Ma. Teresa Guijarro Arrillaga",1,1,2004,2004,"Economía de la Salud","Impacto de los adultos mayores sobre la actividad laboral de las mujeres","María Teresa Guijarro Arrillaga","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Marcela López-Vallejo Olvera",1,1,2019,2019,"Políticas Públicas","Redes de coalición de oposición y la implementación de políticas sobre fracking en México: los casos de Nuevo León y San Luis Potosí","Marcela López Vallejo Olvera","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mariana Chudnovsky",1,1,2021,2021,"Ciencia Política","El servicio civil de carrera en México: un proceso estancado","Mariana Chudnovsky","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mariana Magaldi de Sousa",1,1,2020,2020,"Ciencia Política y Relaciones Internacionales","El efecto de la condicionalidad del Fondo Monetario Internacional en la supervivencia de los líderes políticos","Mariana Magaldi De Sousa","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"María Teresa Guijarro Arrillaga e Itza Tlaloc Quetzalcoatl Curiel Cabral",1,1,2015,2015,"Administración y Políticas Públicas","Factores socioeconómicos que influyen sobre el balance positivo de energía: su importancia para una política pública integral de combate a la obesidad en México","María Teresa Guijarro Arrillaga E Itza Tlaloc Quetzalcoatl Curiel Cabral","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Matthew Adam Kocher",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","Ayuda internacional: el caso de los refugiados ruandeses en el Este de la República Democrática del Congo","Matthew Adam Kocher","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mauricio Ivan Dussauge Laguna",1,1,2020,2020,"Periodismo sobre Políticas Púbicas","Los hijos de la calle","Mauricio Iván Dussauge Laguna","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mauricio Iván Dussauge Laguna",1,1,2021,2021,"Periodismo sobre Políticas Púbicas","La 4T y su sello en el Programa de “Estancias Infantiles” subrogadas por la Secretaría de Desarrollo Social","Mauricio Iván Dussauge Laguna","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mauricio Merino Huerta",1,1,2007,2007,"Administración y Políticas Públicas","Efectos del diseño institucional electoral en la formación y el ejercicio del poder en México","Mauricio Merino Huerta","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Michael Kirkland Bess",1,1,2018,2018,"Historia Internacional","Palabras del otro lado: las fronteras sociales de la gente decente en Laredo, Texas: el caso de Justo Cárdenas y su semanario El Demócrata Fronterizo, 1905-1913","Michael Kirkland Bess","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Miriam Grunstein Dickter",1,1,2015,2015,"Periodismo y Asuntos Públicos","Gasificar a México: realidades operativas, fiscales y retos ambientales de la Reforma Energética","Miriam Grunstein Dickter","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mta. Ana Laura Magaloni Kerpel",1,1,2010,2010,"Derecho","Equidad de género y reconocimiento de los derechos reproductivos del hombre","Mta Ana Laura Magaloni Kerpel","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Adriana García Gracía",1,1,2011,2011,"Derecho","Análisis económico de la Ley Federal de Competencia Económica, en prácticas monopólicas absolutas","Adriana García Gracía","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Alejandra Ríos Cázares",1,1,2009,2009,"Administración y Políticas Públicas","Cooperación intergubernamental en políticas de transporte público metropolitano","Alejandra Ríos Cázares","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Ana Elena Fierro Ferráez",1,1,2017,2017,"Administración y Políticas Públicas","La gobernanza y los límites de la gestión de políticas públicas entre el sector público y la sociedad organizada: el caso del Programa Interinstitucional de Atención a Menores Fronterizos (PIAMF)","Ana Elena Fierro Ferráez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Ana María Ávila Sánchez",1,1,2013,2013,"Periodismo y Asuntos Públicos","La ausencia del rigor periodístico en la construcción de la nota principal de seis periódicos de la ciudad de Oaxaca","Ana María Ávila Sánchez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Celine Francoise Aramara González Schont",1,1,2021,2021,"Administración y Políticas Públicas","Hospitales públicos y violencia obstétrica: consecuencias no intencionadas de las burocracias a nivel de calle en el sector salud en México","Céline Francoise Aramara González Schont","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Céline F.A. González Schont",1,1,2018,2018,"Administración y Políticas Públicas","Acceso a la justicia y atención a las mujeres víctimas de violencia en México: análisis sobre los centros de justicia para las mujeres","Céline F A González Schont","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Céline Francoise Aramara González Schont",1,1,2025,2025,"Ciencia Política y Relaciones Internacionales","¿Aceptadas o rechazadas?: el peso de las percepciones nativas sobre la vida de mujeres migrantes venezolanas en México","Céline Francoise Aramara González Schont","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Emma Nakatani Sánchez",1,1,2024,2024,"Historia Internacional","“Barrios antinacionales”: análisis histórico de la identidad okinawense durante la ocupación estadounidense (1945-1972)","Emma Nakatani Sánchez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
